Gene symbol	Class	Subclass	Element type	n	freq
dfrB1	TRIMETHOPRIM	TRIMETHOPRIM	AMR	10	1.9024535944006984e-5
mcr-1	COLISTIN	COLISTIN	AMR	10	1.9024535944006984e-5
qepA1	QUINOLONE	QUINOLONE	AMR	10	1.9024535944006984e-5
ramR_M84I	MULTIDRUG	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	AMR	10	1.9024535944006984e-5
aac(6')-Ib	AMINOGLYCOSIDE	GENTAMICIN	AMR	9	1.7122082349606287e-5
aadA11	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	9	1.7122082349606287e-5
blaCTX-M-32	BETA-LACTAM	CEPHALOSPORIN	AMR	9	1.7122082349606287e-5
blaPSE	BETA-LACTAM	BETA-LACTAM	AMR	9	1.7122082349606287e-5
blaTEM-63	BETA-LACTAM	CEPHALOSPORIN	AMR	9	1.7122082349606287e-5
catB	PHENICOL	CHLORAMPHENICOL	AMR	9	1.7122082349606287e-5
dfrA36	TRIMETHOPRIM	TRIMETHOPRIM	AMR	9	1.7122082349606287e-5
erm(49)	LINCOSAMIDE/MACROLIDE	CLINDAMYCIN/ERYTHROMYCIN	AMR	9	1.7122082349606287e-5
fosL2	FOSFOMYCIN	FOSFOMYCIN	AMR	9	1.7122082349606287e-5
qnrE2	QUINOLONE	QUINOLONE	AMR	9	1.7122082349606287e-5
cmlA	PHENICOL	CHLORAMPHENICOL	AMR	8	1.521962875520559e-5
mcr-3.20	COLISTIN	COLISTIN	AMR	8	1.521962875520559e-5
mcr-4.2	COLISTIN	COLISTIN	AMR	8	1.521962875520559e-5
mcr-5	COLISTIN	COLISTIN	AMR	8	1.521962875520559e-5
aac(3)-II	AMINOGLYCOSIDE	GENTAMICIN	AMR	7	1.331717516080489e-5
aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	7	1.331717516080489e-5
aph(3')-Ib	AMINOGLYCOSIDE	KANAMYCIN	AMR	7	1.331717516080489e-5
aph(3')-VI	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	AMR	7	1.331717516080489e-5
blaCMY-16	BETA-LACTAM	CEPHALOSPORIN	AMR	7	1.331717516080489e-5
blaLAP	BETA-LACTAM	BETA-LACTAM	AMR	7	1.331717516080489e-5
blaNDM-9	BETA-LACTAM	CARBAPENEM/TANIBORBACTAM	AMR	7	1.331717516080489e-5
blaSHV-2	BETA-LACTAM	CEPHALOSPORIN	AMR	7	1.331717516080489e-5
blaTEM-40	BETA-LACTAM	BETA-LACTAM	AMR	7	1.331717516080489e-5
cfr	PHENICOL/LINCOSAMIDE/OXAZOLIDINONE/PLEUROMUTILIN/STREPTOGRAMIN	CHLORAMPHENICOL/CLINDAMYCIN/FLORFENICOL/LINEZOLID/STREPTOGRAMIN B/TIAMULIN/VIRGINIAMYCIN	AMR	7	1.331717516080489e-5
mcr-1.26	COLISTIN	COLISTIN	AMR	7	1.331717516080489e-5
mcr-3	COLISTIN	COLISTIN	AMR	7	1.331717516080489e-5
pmrA_R81H	COLISTIN	COLISTIN	AMR	7	1.331717516080489e-5
qnrS11	QUINOLONE	QUINOLONE	AMR	7	1.331717516080489e-5
qnrVC	QUINOLONE	QUINOLONE	AMR	7	1.331717516080489e-5
tet(32)	TETRACYCLINE	TETRACYCLINE	AMR	7	1.331717516080489e-5
tet(Y)	TETRACYCLINE	TETRACYCLINE	AMR	7	1.331717516080489e-5
blaCTX-M-130	BETA-LACTAM	CEPHALOSPORIN	AMR	6	1.1414721566404191e-5
blaNDM-5	BETA-LACTAM	CARBAPENEM	AMR	6	1.1414721566404191e-5
blaTEM-190	BETA-LACTAM	BETA-LACTAM	AMR	6	1.1414721566404191e-5
catA3	PHENICOL	CHLORAMPHENICOL	AMR	6	1.1414721566404191e-5
gyrB_S464T	QUINOLONE	QUINOLONE	AMR	6	1.1414721566404191e-5
pmrB_G206R	COLISTIN	COLISTIN	AMR	6	1.1414721566404191e-5
pmrB_S124P	COLISTIN	COLISTIN	AMR	6	1.1414721566404191e-5
ramR_Y59H	MULTIDRUG	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	AMR	6	1.1414721566404191e-5
tet(X5)	TETRACYCLINE	TIGECYCLINE	AMR	6	1.1414721566404191e-5
aac(3)-C322	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	5	9.512267972003492e-6
aac(6')-Ian	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	5	9.512267972003492e-6
aac(6')-Ib-cr	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	AMR	5	9.512267972003492e-6
aph(3')-I(H957)	AMINOGLYCOSIDE	KANAMYCIN	AMR	5	9.512267972003492e-6
aph(3')-IIIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	AMR	5	9.512267972003492e-6
blaCTX-M-12	BETA-LACTAM	CEPHALOSPORIN	AMR	5	9.512267972003492e-6
blaCTX-M-199	BETA-LACTAM	CEPHALOSPORIN	AMR	5	9.512267972003492e-6
blaCTX-M-64	BETA-LACTAM	CEPHALOSPORIN	AMR	5	9.512267972003492e-6
blaTEM-33	BETA-LACTAM	BETA-LACTAM	AMR	5	9.512267972003492e-6
erm(F)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/MACROLIDE/STREPTOGRAMIN	AMR	5	9.512267972003492e-6
fosA10	FOSFOMYCIN	FOSFOMYCIN	AMR	5	9.512267972003492e-6
gar	AMINOGLYCOSIDE	GENTAMICIN	AMR	5	9.512267972003492e-6
mcr-3.40	COLISTIN	COLISTIN	AMR	5	9.512267972003492e-6
mcr-4	COLISTIN	COLISTIN	AMR	5	9.512267972003492e-6
qepA	QUINOLONE	QUINOLONE	AMR	5	9.512267972003492e-6
qnrVC4	QUINOLONE	QUINOLONE	AMR	5	9.512267972003492e-6
tet(E)	TETRACYCLINE	TETRACYCLINE	AMR	5	9.512267972003492e-6
aacA38	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	4	7.609814377602795e-6
ant(3'')-Ia	AMINOGLYCOSIDE	SPECTINOMYCIN/STREPTOMYCIN	AMR	4	7.609814377602795e-6
ant(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	4	7.609814377602795e-6
blaDHA-15	BETA-LACTAM	CEPHALOSPORIN	AMR	4	7.609814377602795e-6
blaKPC-4	BETA-LACTAM	CARBAPENEM	AMR	4	7.609814377602795e-6
blaOXA-181	BETA-LACTAM	CARBAPENEM	AMR	4	7.609814377602795e-6
blaOXA-392	BETA-LACTAM	BETA-LACTAM	AMR	4	7.609814377602795e-6
blaSHV-30	BETA-LACTAM	CEPHALOSPORIN	AMR	4	7.609814377602795e-6
blaTEM-210	BETA-LACTAM	BETA-LACTAM	AMR	4	7.609814377602795e-6
blaTEM-29	BETA-LACTAM	CEPHALOSPORIN	AMR	4	7.609814377602795e-6
cmx	PHENICOL	CHLORAMPHENICOL	AMR	4	7.609814377602795e-6
dfrB4	TRIMETHOPRIM	TRIMETHOPRIM	AMR	4	7.609814377602795e-6
emrC	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	AMR	4	7.609814377602795e-6
ere(D)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	AMR	4	7.609814377602795e-6
erm(52)	MACROLIDE	MACROLIDE	AMR	4	7.609814377602795e-6
erm(T)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/LINCOSAMIDE/STREPTOGRAMIN/TYLOSIN	AMR	4	7.609814377602795e-6
mcr-3.21	COLISTIN	COLISTIN	AMR	4	7.609814377602795e-6
mcr-3.24	COLISTIN	COLISTIN	AMR	4	7.609814377602795e-6
parE_H462Y	QUINOLONE	QUINOLONE	AMR	4	7.609814377602795e-6
parE_V461G	QUINOLONE	QUINOLONE	AMR	4	7.609814377602795e-6
pmrB_M186I	COLISTIN	COLISTIN	AMR	4	7.609814377602795e-6
pmrB_T147P	COLISTIN	COLISTIN	AMR	4	7.609814377602795e-6
poxtA	PHENICOL/OXAZOLIDINONE	CHLORAMPHENICOL/FLORFENICOL/LINEZOLID	AMR	4	7.609814377602795e-6
qepA2	QUINOLONE	QUINOLONE	AMR	4	7.609814377602795e-6
ramR_E160D	MULTIDRUG	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	AMR	4	7.609814377602795e-6
tet(31)	TETRACYCLINE	TETRACYCLINE	AMR	4	7.609814377602795e-6
tet(X2)	TETRACYCLINE	TIGECYCLINE	AMR	4	7.609814377602795e-6
aac(6')-33	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	3	5.707360783202096e-6
aacA57-2	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	3	5.707360783202096e-6
aph(3')-VIa	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	AMR	3	5.707360783202096e-6
blaCTX-M-206	BETA-LACTAM	CEPHALOSPORIN	AMR	3	5.707360783202096e-6
blaFOX-5	BETA-LACTAM	CEPHALOSPORIN	AMR	3	5.707360783202096e-6
blaI	BETA-LACTAM	BETA-LACTAM	AMR	3	5.707360783202096e-6
blaKPC-2	BETA-LACTAM	CARBAPENEM	AMR	3	5.707360783202096e-6
blaOXA-232	BETA-LACTAM	CARBAPENEM	AMR	3	5.707360783202096e-6
blaR1	BETA-LACTAM	BETA-LACTAM	AMR	3	5.707360783202096e-6
blaSHV-1	BETA-LACTAM	BETA-LACTAM	AMR	3	5.707360783202096e-6
blaTEM-166	BETA-LACTAM	BETA-LACTAM	AMR	3	5.707360783202096e-6
blaTEM-20	BETA-LACTAM	CEPHALOSPORIN	AMR	3	5.707360783202096e-6
blaTEM-251	BETA-LACTAM	BETA-LACTAM	AMR	3	5.707360783202096e-6
blaVEB-8	BETA-LACTAM	CEPHALOSPORIN	AMR	3	5.707360783202096e-6
blaZ	BETA-LACTAM	BETA-LACTAM	AMR	3	5.707360783202096e-6
dfrA48	TRIMETHOPRIM	TRIMETHOPRIM	AMR	3	5.707360783202096e-6
dfrB5	TRIMETHOPRIM	TRIMETHOPRIM	AMR	3	5.707360783202096e-6
emrD	EFFLUX	EFFLUX	AMR	3	5.707360783202096e-6
erm(G)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/LINCOSAMIDE/STREPTOGRAMIN/TYLOSIN	AMR	3	5.707360783202096e-6
mcr-1.2	COLISTIN	COLISTIN	AMR	3	5.707360783202096e-6
mdtM	EFFLUX	EFFLUX	AMR	3	5.707360783202096e-6
pmrA_G53E	COLISTIN	COLISTIN	AMR	3	5.707360783202096e-6
pmrA_R81C	COLISTIN	COLISTIN	AMR	3	5.707360783202096e-6
pmrB_S305R	COLISTIN	COLISTIN	AMR	3	5.707360783202096e-6
pmrB_V161M	COLISTIN	COLISTIN	AMR	3	5.707360783202096e-6
qepA4	QUINOLONE	QUINOLONE	AMR	3	5.707360783202096e-6
qnrA3	QUINOLONE	QUINOLONE	AMR	3	5.707360783202096e-6
tet(L)	TETRACYCLINE	TETRACYCLINE	AMR	3	5.707360783202096e-6
tmexD	TETRACYCLINE	TIGECYCLINE	AMR	3	5.707360783202096e-6
aac(3)-I	AMINOGLYCOSIDE	GENTAMICIN	AMR	2	3.8049071888013974e-6
aac(6')-F309	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	2	3.8049071888013974e-6
aac(6')-Im	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	2	3.8049071888013974e-6
aacA56	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	AMR	2	3.8049071888013974e-6
aadA21	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	2	3.8049071888013974e-6
aadE	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	2	3.8049071888013974e-6
acrF	EFFLUX	EFFLUX	AMR	2	3.8049071888013974e-6
aph(2'')-IIa	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	AMR	2	3.8049071888013974e-6
blaCARB-4	BETA-LACTAM	BETA-LACTAM	AMR	2	3.8049071888013974e-6
blaCMY-165	BETA-LACTAM	CEPHALOSPORIN	AMR	2	3.8049071888013974e-6
blaCMY-17	BETA-LACTAM	CEPHALOSPORIN	AMR	2	3.8049071888013974e-6
blaCMY-42	BETA-LACTAM	CEPHALOSPORIN	AMR	2	3.8049071888013974e-6
blaCTX-M-125	BETA-LACTAM	CEPHALOSPORIN	AMR	2	3.8049071888013974e-6
blaFONA	BETA-LACTAM	BETA-LACTAM	AMR	2	3.8049071888013974e-6
blaROB	BETA-LACTAM	CEPHALOSPORIN	AMR	2	3.8049071888013974e-6
blaROB-11	BETA-LACTAM	CEPHALOSPORIN	AMR	2	3.8049071888013974e-6
blaTEM-144	BETA-LACTAM	CEPHALOSPORIN	AMR	2	3.8049071888013974e-6
blaTEM-229	BETA-LACTAM	BETA-LACTAM	AMR	2	3.8049071888013974e-6
blaTEM-31	BETA-LACTAM	BETA-LACTAM	AMR	2	3.8049071888013974e-6
blaTEM-54	BETA-LACTAM	BETA-LACTAM	AMR	2	3.8049071888013974e-6
blaVEB-17	BETA-LACTAM	CEPHALOSPORIN	AMR	2	3.8049071888013974e-6
blaVIM-2	BETA-LACTAM	CARBAPENEM	AMR	2	3.8049071888013974e-6
catB11	PHENICOL	CHLORAMPHENICOL	AMR	2	3.8049071888013974e-6
catB2	PHENICOL	CHLORAMPHENICOL	AMR	2	3.8049071888013974e-6
gyrA_D82G	QUINOLONE	QUINOLONE	AMR	2	3.8049071888013974e-6
mcr-4.1	COLISTIN	COLISTIN	AMR	2	3.8049071888013974e-6
mcr-4.3	COLISTIN	COLISTIN	AMR	2	3.8049071888013974e-6
parE_A499T	QUINOLONE	QUINOLONE	AMR	2	3.8049071888013974e-6
pmrB_T156M	COLISTIN	COLISTIN	AMR	2	3.8049071888013974e-6
qnrA6	QUINOLONE	QUINOLONE	AMR	2	3.8049071888013974e-6
qnrB17	QUINOLONE	QUINOLONE	AMR	2	3.8049071888013974e-6
qnrVC1	QUINOLONE	QUINOLONE	AMR	2	3.8049071888013974e-6
sat4	STREPTOTHRICIN	STREPTOTHRICIN	AMR	2	3.8049071888013974e-6
soxR_G121D	MULTIDRUG	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	AMR	2	3.8049071888013974e-6
soxR_R20H	MULTIDRUG	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	AMR	2	3.8049071888013974e-6
tet(39)	TETRACYCLINE	TETRACYCLINE	AMR	2	3.8049071888013974e-6
toprJ1	TETRACYCLINE	TIGECYCLINE	AMR	2	3.8049071888013974e-6
vanZ-A	GLYCOPEPTIDE	VANCOMYCIN	AMR	2	3.8049071888013974e-6
aac(3)-Ic	AMINOGLYCOSIDE	GENTAMICIN	AMR	1	1.9024535944006987e-6
aadA9	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	1	1.9024535944006987e-6
aph(3')-XV	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	AMR	1	1.9024535944006987e-6
aphA16	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	AMR	1	1.9024535944006987e-6
apmA	AMINOGLYCOSIDE	APRAMYCIN	AMR	1	1.9024535944006987e-6
blaCMY-133	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCMY-140	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCMY-161	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCMY-30	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCMY-43	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCMY-6	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCMY-94	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCTX-M-101	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCTX-M-137	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCTX-M-169	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCTX-M-190	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCTX-M-248	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCTX-M-40	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaCTX-M-56	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaDHA-6	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaKLUC-2	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaLAP-1	BETA-LACTAM	BETA-LACTAM	AMR	1	1.9024535944006987e-6
blaNDM	BETA-LACTAM	CARBAPENEM	AMR	1	1.9024535944006987e-6
blaOXA-420	BETA-LACTAM	CARBAPENEM	AMR	1	1.9024535944006987e-6
blaPER-2	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaSHV-11	BETA-LACTAM	BETA-LACTAM	AMR	1	1.9024535944006987e-6
blaSHV-189	BETA-LACTAM	BETA-LACTAM	AMR	1	1.9024535944006987e-6
blaTEM-10	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaTEM-105	BETA-LACTAM	BETA-LACTAM	AMR	1	1.9024535944006987e-6
blaTEM-12	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaTEM-15	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaTEM-169	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaTEM-19	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaTEM-191	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaTEM-35	BETA-LACTAM	BETA-LACTAM	AMR	1	1.9024535944006987e-6
blaTEM-71	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaVEB-1	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
blaVEB-5	BETA-LACTAM	CEPHALOSPORIN	AMR	1	1.9024535944006987e-6
catA	PHENICOL	CHLORAMPHENICOL	AMR	1	1.9024535944006987e-6
catB8	PHENICOL	CHLORAMPHENICOL	AMR	1	1.9024535944006987e-6
dfrA22	TRIMETHOPRIM	TRIMETHOPRIM	AMR	1	1.9024535944006987e-6
dfrA4	TRIMETHOPRIM	TRIMETHOPRIM	AMR	1	1.9024535944006987e-6
dfrA42	TRIMETHOPRIM	TRIMETHOPRIM	AMR	1	1.9024535944006987e-6
dfrA44	TRIMETHOPRIM	TRIMETHOPRIM	AMR	1	1.9024535944006987e-6
dfrA46	TRIMETHOPRIM	TRIMETHOPRIM	AMR	1	1.9024535944006987e-6
dfrF	TRIMETHOPRIM	TRIMETHOPRIM	AMR	1	1.9024535944006987e-6
dfrG	TRIMETHOPRIM	TRIMETHOPRIM	AMR	1	1.9024535944006987e-6
erm(53)	MACROLIDE	MACROLIDE	AMR	1	1.9024535944006987e-6
fexB	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	AMR	1	1.9024535944006987e-6
fosL	FOSFOMYCIN	FOSFOMYCIN	AMR	1	1.9024535944006987e-6
fosXCC	FOSFOMYCIN	FOSFOMYCIN	AMR	1	1.9024535944006987e-6
gyrA_D72G	QUINOLONE	QUINOLONE	AMR	1	1.9024535944006987e-6
gyrA_E139A	QUINOLONE	QUINOLONE	AMR	1	1.9024535944006987e-6
gyrB_Y421C	QUINOLONE	QUINOLONE	AMR	1	1.9024535944006987e-6
lnu(C)	LINCOSAMIDE	LINCOSAMIDE	AMR	1	1.9024535944006987e-6
mcr-1.5	COLISTIN	COLISTIN	AMR	1	1.9024535944006987e-6
mcr-2.1	COLISTIN	COLISTIN	AMR	1	1.9024535944006987e-6
oqxA10	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	AMR	1	1.9024535944006987e-6
parC_W106G	QUINOLONE	QUINOLONE	AMR	1	1.9024535944006987e-6
pmrB_E166K	COLISTIN	COLISTIN	AMR	1	1.9024535944006987e-6
pmrB_G206W	COLISTIN	COLISTIN	AMR	1	1.9024535944006987e-6
pmrB_V161L	COLISTIN	COLISTIN	AMR	1	1.9024535944006987e-6
qnrB38	QUINOLONE	QUINOLONE	AMR	1	1.9024535944006987e-6
qnrB91	QUINOLONE	QUINOLONE	AMR	1	1.9024535944006987e-6
qnrE3	QUINOLONE	QUINOLONE	AMR	1	1.9024535944006987e-6
qnrVC5	QUINOLONE	QUINOLONE	AMR	1	1.9024535944006987e-6
ramR_R46P	MULTIDRUG	AMPICILLIN/CHLORAMPHENICOL/QUINOLONE/RIFAMPIN/TETRACYCLINE	AMR	1	1.9024535944006987e-6
rmt	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	1	1.9024535944006987e-6
rmtC	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	1	1.9024535944006987e-6
rmtF	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	1	1.9024535944006987e-6
spw	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	1	1.9024535944006987e-6
str	AMINOGLYCOSIDE	STREPTOMYCIN	AMR	1	1.9024535944006987e-6
tet(40)	TETRACYCLINE	TETRACYCLINE	AMR	1	1.9024535944006987e-6
tet(H)	TETRACYCLINE	TETRACYCLINE	AMR	1	1.9024535944006987e-6
tetB(P)	TETRACYCLINE	TETRACYCLINE	AMR	1	1.9024535944006987e-6
tmexC	TETRACYCLINE	TIGECYCLINE	AMR	1	1.9024535944006987e-6
tmexC2	TETRACYCLINE	TIGECYCLINE	AMR	1	1.9024535944006987e-6
tmexC3	TETRACYCLINE	TIGECYCLINE	AMR	1	1.9024535944006987e-6
toprJ	TETRACYCLINE	TIGECYCLINE	AMR	1	1.9024535944006987e-6
vanB	GLYCOPEPTIDE	VANCOMYCIN	AMR	1	1.9024535944006987e-6
vanH-B	GLYCOPEPTIDE	VANCOMYCIN	AMR	1	1.9024535944006987e-6
vanR-B	GLYCOPEPTIDE	VANCOMYCIN	AMR	1	1.9024535944006987e-6
vanS-A	GLYCOPEPTIDE	VANCOMYCIN	AMR	1	1.9024535944006987e-6
vanS-B	GLYCOPEPTIDE	VANCOMYCIN	AMR	1	1.9024535944006987e-6
vanW-B	GLYCOPEPTIDE	VANCOMYCIN	AMR	1	1.9024535944006987e-6
vanX-A	GLYCOPEPTIDE	VANCOMYCIN	AMR	1	1.9024535944006987e-6
vanX-B	GLYCOPEPTIDE	VANCOMYCIN	AMR	1	1.9024535944006987e-6
vanY-A	GLYCOPEPTIDE	VANCOMYCIN	AMR	1	1.9024535944006987e-6
vanY-B	GLYCOPEPTIDE	VANCOMYCIN	AMR	1	1.9024535944006987e-6
